Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?,Rainfall log,Wind_Speed log,ALT log
16785,Sandwip,1991,10,34.6,24.9,103.0,84.0,1.3,3.2,6.1,650012.1,488627.9,22.5,91.46,6,1991.1,0.0,4.6443908991413725,0.832909122935104,1.9459101490553132
16786,Sandwip,1991,11,29.6,19.5,78.0,81.0,0.7,2.1,7.1,650012.1,488627.9,22.5,91.46,6,1991.11,0.0,4.3694478524670215,0.5306282510621704,1.9459101490553132
16787,Sandwip,1991,12,29.1,15.9,12.0,79.0,0.8,1.4,7.7,650012.1,488627.9,22.5,91.46,6,1991.12,0.0,2.5649493574615367,0.5877866649021191,1.9459101490553132
16788,Sandwip,1992,1,27.6,14.0,0.0,84.0,0.6,0.3,7.8,650012.1,488627.9,22.5,91.46,6,1992.01,0.0,0.0,0.4700036292457356,1.9459101490553132
16789,Sandwip,1992,2,26.9,17.1,61.0,81.0,1.2,1.9,7.2,650012.1,488627.9,22.5,91.46,6,1992.02,0.0,4.127134385045092,0.7884573603642702,1.9459101490553132
16792,Sandwip,1992,5,33.6,25.2,192.0,84.0,2.9,3.5,6.3,650012.1,488627.9,22.5,91.46,6,1992.05,0.0,5.262690188904886,1.3609765531356006,1.9459101490553132
16793,Sandwip,1992,6,34.6,26.8,473.0,86.0,2.3,4.4,6.1,650012.1,488627.9,22.5,91.46,6,1992.06,1.0,6.161207321695077,1.1939224684724346,1.9459101490553132
16794,Sandwip,1992,7,32.1,25.9,490.0,90.0,2.7,6.0,3.6,650012.1,488627.9,22.5,91.46,6,1992.07,1.0,6.19644412779452,1.308332819650179,1.9459101490553132
16796,Sandwip,1992,9,33.6,26.1,584.0,87.0,2.0,4.8,5.6,650012.1,488627.9,22.5,91.46,6,1992.09,1.0,6.371611847231857,1.0986122886681098,1.9459101490553132
16797,Sandwip,1992,10,33.1,25.0,332.0,86.0,1.0,3.2,7.3,650012.1,488627.9,22.5,91.46,6,1992.1,0.0,5.808142489980444,0.6931471805599453,1.9459101490553132
16798,Sandwip,1992,11,32.1,21.3,41.0,84.0,0.8,2.9,7.5,650012.1,488627.9,22.5,91.46,6,1992.11,0.0,3.7376696182833684,0.5877866649021191,1.9459101490553132
16799,Sandwip,1992,12,28.1,15.7,21.0,84.0,0.6,0.7,7.9,650012.1,488627.9,22.5,91.46,6,1992.12,0.0,3.091042453358316,0.4700036292457356,1.9459101490553132
16800,Sandwip,1993,1,27.6,14.7,11.0,82.0,0.6,0.5,7.6,650012.1,488627.9,22.5,91.46,6,1993.01,0.0,2.4849066497880004,0.4700036292457356,1.9459101490553132
16801,Sandwip,1993,2,30.1,18.1,145.0,81.0,2.1,1.3,8.2,650012.1,488627.9,22.5,91.46,6,1993.02,0.0,4.983606621708336,1.1314021114911006,1.9459101490553132
16802,Sandwip,1993,3,31.1,20.8,293.0,80.0,2.0,1.8,7.4,650012.1,488627.9,22.5,91.46,6,1993.03,0.0,5.683579767338681,1.0986122886681098,1.9459101490553132
16803,Sandwip,1993,4,34.1,24.2,106.0,85.0,2.3,2.5,8.4,650012.1,488627.9,22.5,91.46,6,1993.04,0.0,4.672828834461906,1.1939224684724346,1.9459101490553132
16804,Sandwip,1993,5,32.6,24.8,463.0,85.0,2.6,4.3,6.2,650012.1,488627.9,22.5,91.46,6,1993.05,1.0,6.139884552226255,1.2809338454620642,1.9459101490553132
16806,Sandwip,1993,7,32.1,26.1,604.0,90.0,3.2,6.0,4.3,650012.1,488627.9,22.5,91.46,6,1993.07,1.0,6.405228458030842,1.4350845252893227,1.9459101490553132
16807,Sandwip,1993,8,31.6,26.2,632.0,90.0,3.2,6.1,4.2,650012.1,488627.9,22.5,91.46,6,1993.08,1.0,6.450470422144176,1.4350845252893227,1.9459101490553132
16808,Sandwip,1993,9,33.4,25.6,308.0,88.0,2.1,5.3,4.9,650012.1,488627.9,22.5,91.46,6,1993.09,0.0,5.733341276897746,1.1314021114911006,1.9459101490553132
16809,Sandwip,1993,10,33.6,25.0,125.0,85.0,0.8,2.9,7.0,650012.1,488627.9,22.5,91.46,6,1993.1,0.0,4.836281906951478,0.5877866649021191,1.9459101490553132
16810,Sandwip,1993,11,30.8,20.9,4.0,83.0,0.6,0.8,8.6,650012.1,488627.9,22.5,91.46,6,1993.11,0.0,1.6094379124341003,0.4700036292457356,1.9459101490553132
16811,Sandwip,1993,12,28.9,16.6,0.0,80.0,0.6,1.3,8.3,650012.1,488627.9,22.5,91.46,6,1993.12,0.0,0.0,0.4700036292457356,1.9459101490553132
16812,Sandwip,1994,1,29.1,15.5,4.0,76.0,0.8,0.6,8.2,650012.1,488627.9,22.5,91.46,6,1994.01,0.0,1.6094379124341003,0.5877866649021191,1.9459101490553132
16813,Sandwip,1994,2,30.3,17.2,0.0,71.0,0.9,0.9,7.4,650012.1,488627.9,22.5,91.46,6,1994.02,0.0,0.0,0.6418538861723948,1.9459101490553132
16814,Sandwip,1994,3,32.1,22.5,211.0,83.0,2.5,2.6,7.3,650012.1,488627.9,22.5,91.46,6,1994.03,0.0,5.356586274672012,1.252762968495368,1.9459101490553132
16815,Sandwip,1994,4,35.6,24.4,220.0,84.0,1.9,2.7,7.7,650012.1,488627.9,22.5,91.46,6,1994.04,0.0,5.3981627015177525,1.0647107369924282,1.9459101490553132
16816,Sandwip,1994,5,34.6,26.6,213.0,86.0,2.4,3.7,7.2,650012.1,488627.9,22.5,91.46,6,1994.05,0.0,5.365976015021851,1.2237754316221157,1.9459101490553132
16818,Sandwip,1994,7,32.5,26.1,405.0,89.0,2.7,5.9,4.5,650012.1,488627.9,22.5,91.46,6,1994.07,1.0,6.0063531596017325,1.308332819650179,1.9459101490553132
16819,Sandwip,1994,8,32.1,25.9,487.0,88.0,2.3,5.7,4.1,650012.1,488627.9,22.5,91.46,6,1994.08,1.0,6.1903154058531475,1.1939224684724346,1.9459101490553132
16820,Sandwip,1994,9,33.6,25.8,428.0,84.0,1.5,4.0,6.7,650012.1,488627.9,22.5,91.46,6,1994.09,1.0,6.061456918928017,0.9162907318741551,1.9459101490553132
16821,Sandwip,1994,10,32.4,24.7,107.0,84.0,0.7,2.6,6.2,650012.1,488627.9,22.5,91.46,6,1994.1,0.0,4.68213122712422,0.5306282510621704,1.9459101490553132
16822,Sandwip,1994,11,31.1,21.1,6.0,80.0,0.6,2.5,7.1,650012.1,488627.9,22.5,91.46,6,1994.11,0.0,1.9459101490553132,0.4700036292457356,1.9459101490553132
16823,Sandwip,1994,12,28.1,15.6,0.0,77.0,0.6,0.6,7.8,650012.1,488627.9,22.5,91.46,6,1994.12,0.0,0.0,0.4700036292457356,1.9459101490553132
16824,Sandwip,1995,1,30.1,14.3,0.0,74.0,0.9,1.6,5.6,650012.1,488627.9,22.5,91.46,6,1995.01,0.0,0.0,0.6418538861723948,1.9459101490553132
16825,Sandwip,1995,2,29.5,17.0,65.0,80.0,0.8,1.5,7.3,650012.1,488627.9,22.5,91.46,6,1995.02,0.0,4.189654742026425,0.5877866649021191,1.9459101490553132
16826,Sandwip,1995,3,33.6,21.2,74.0,77.0,1.0,1.2,8.5,650012.1,488627.9,22.5,91.46,6,1995.03,0.0,4.31748811353631,0.6931471805599453,1.9459101490553132
16827,Sandwip,1995,4,34.6,25.7,37.0,83.0,1.8,2.4,8.6,650012.1,488627.9,22.5,91.46,6,1995.04,0.0,3.6375861597263857,1.0296194171811581,1.9459101490553132
16830,Sandwip,1995,7,32.1,26.5,620.0,91.0,3.2,5.8,4.8,650012.1,488627.9,22.5,91.46,6,1995.07,1.0,6.431331081933479,1.4350845252893227,1.9459101490553132
16831,Sandwip,1995,8,34.1,26.3,143.0,90.0,2.6,5.3,6.3,650012.1,488627.9,22.5,91.46,6,1995.08,0.0,4.969813299576001,1.2809338454620642,1.9459101490553132
16832,Sandwip,1995,9,34.6,26.5,186.0,88.0,1.8,5.1,4.6,650012.1,488627.9,22.5,91.46,6,1995.09,0.0,5.231108616854587,1.0296194171811581,1.9459101490553132
16833,Sandwip,1995,10,33.6,25.6,148.0,85.0,1.1,3.0,7.0,650012.1,488627.9,22.5,91.46,6,1995.1,0.0,5.003946305945459,0.7419373447293773,1.9459101490553132
16834,Sandwip,1995,11,32.1,22.4,325.0,84.0,1.3,3.3,5.8,650012.1,488627.9,22.5,91.46,6,1995.11,0.0,5.786897381366708,0.832909122935104,1.9459101490553132
16835,Sandwip,1995,12,28.4,16.7,0.0,75.0,0.8,0.2,8.8,650012.1,488627.9,22.5,91.46,6,1995.12,0.0,0.0,0.5877866649021191,1.9459101490553132
16836,Sandwip,1996,1,26.6,15.4,0.0,79.0,0.7,0.4,8.6,650012.1,488627.9,22.5,91.46,6,1996.01,0.0,0.0,0.5306282510621704,1.9459101490553132
16837,Sandwip,1996,2,29.6,17.6,44.0,78.0,0.7,1.2,8.7,650012.1,488627.9,22.5,91.46,6,1996.02,0.0,3.8066624897703196,0.5306282510621704,1.9459101490553132
16838,Sandwip,1996,3,32.1,23.8,21.0,86.0,1.8,2.3,8.1,650012.1,488627.9,22.5,91.46,6,1996.03,0.0,3.091042453358316,1.0296194171811581,1.9459101490553132
16839,Sandwip,1996,4,33.1,25.4,105.0,83.0,1.6,2.2,8.1,650012.1,488627.9,22.5,91.46,6,1996.04,0.0,4.663439094112067,0.9555114450274363,1.9459101490553132
16840,Sandwip,1996,5,34.9,26.3,289.0,86.0,2.3,2.4,7.1,650012.1,488627.9,22.5,91.46,6,1996.05,0.0,5.66988092298052,1.1939224684724346,1.9459101490553132
16841,Sandwip,1996,6,33.6,26.3,451.0,87.0,2.8,2.9,6.9,650012.1,488627.9,22.5,91.46,6,1996.06,1.0,6.113682179832232,1.33500106673234,1.9459101490553132
16842,Sandwip,1996,7,32.6,26.7,430.0,91.0,2.8,3.2,4.7,650012.1,488627.9,22.5,91.46,6,1996.07,1.0,6.066108090103747,1.33500106673234,1.9459101490553132
16844,Sandwip,1996,9,35.7,26.4,406.0,88.0,1.1,2.8,5.6,650012.1,488627.9,22.5,91.46,6,1996.09,1.0,6.008813185442595,0.7419373447293773,1.9459101490553132
16845,Sandwip,1996,10,34.6,24.4,447.0,85.0,1.3,1.5,6.9,650012.1,488627.9,22.5,91.46,6,1996.1,1.0,6.104793232414985,0.832909122935104,1.9459101490553132
16846,Sandwip,1996,11,32.1,20.8,27.0,83.0,0.6,1.5,8.9,650012.1,488627.9,22.5,91.46,6,1996.11,0.0,3.332204510175204,0.4700036292457356,1.9459101490553132
16847,Sandwip,1996,12,29.6,16.2,0.0,81.0,0.8,1.2,8.0,650012.1,488627.9,22.5,91.46,6,1996.12,0.0,0.0,0.5877866649021191,1.9459101490553132
16848,Sandwip,1997,1,26.6,14.6,1.0,77.0,0.8,1.2,8.7,650012.1,488627.9,22.5,91.46,6,1997.01,0.0,0.6931471805599453,0.5877866649021191,1.9459101490553132
16849,Sandwip,1997,2,29.1,16.6,15.0,82.0,1.2,1.5,8.2,650012.1,488627.9,22.5,91.46,6,1997.02,0.0,2.772588722239781,0.7884573603642702,1.9459101490553132
16850,Sandwip,1997,3,31.1,22.1,79.0,87.0,1.8,2.6,8.3,650012.1,488627.9,22.5,91.46,6,1997.03,0.0,4.382026634673881,1.0296194171811581,1.9459101490553132
16851,Sandwip,1997,4,32.6,22.1,81.0,83.0,1.2,3.5,7.5,650012.1,488627.9,22.5,91.46,6,1997.04,0.0,4.406719247264253,0.7884573603642702,1.9459101490553132
16852,Sandwip,1997,5,33.6,24.9,234.0,85.0,2.2,4.2,7.8,650012.1,488627.9,22.5,91.46,6,1997.05,0.0,5.459585514144159,1.1631508098056809,1.9459101490553132
16853,Sandwip,1997,6,32.6,25.3,405.0,88.0,2.4,6.0,5.1,650012.1,488627.9,22.5,91.46,6,1997.06,0.0,6.0063531596017325,1.2237754316221157,1.9459101490553132
16855,Sandwip,1997,8,35.1,25.6,632.0,88.0,1.7,5.9,5.8,650012.1,488627.9,22.5,91.46,6,1997.08,1.0,6.450470422144176,0.9932517730102833,1.9459101490553132
16856,Sandwip,1997,9,36.3,25.3,393.0,90.0,1.5,5.7,5.6,650012.1,488627.9,22.5,91.46,6,1997.09,0.0,5.976350909297934,0.9162907318741551,1.9459101490553132
16857,Sandwip,1997,10,33.1,23.2,115.0,84.0,0.7,2.4,9.1,650012.1,488627.9,22.5,91.46,6,1997.1,0.0,4.7535901911063645,0.5306282510621704,1.9459101490553132
16858,Sandwip,1997,11,32.6,20.0,18.0,84.0,0.3,2.4,8.6,650012.1,488627.9,22.5,91.46,6,1997.11,0.0,2.9444389791664403,0.262364264467491,1.9459101490553132
16859,Sandwip,1997,12,26.6,14.6,1.0,77.0,0.8,1.2,7.0,650012.1,488627.9,22.5,91.46,6,1997.12,0.0,0.6931471805599453,0.5877866649021191,1.9459101490553132
16860,Sandwip,1998,1,28.6,13.5,41.0,85.0,1.1,2.3,6.8,650012.1,488627.9,22.5,91.46,6,1998.01,0.0,3.7376696182833684,0.7419373447293773,1.9459101490553132
16861,Sandwip,1998,2,29.6,16.6,30.0,82.0,0.9,2.2,7.5,650012.1,488627.9,22.5,91.46,6,1998.02,0.0,3.4339872044851463,0.6418538861723948,1.9459101490553132
16862,Sandwip,1998,3,32.6,19.0,128.0,77.0,1.2,2.7,8.9,650012.1,488627.9,22.5,91.46,6,1998.03,0.0,4.859812404361672,0.7884573603642702,1.9459101490553132
16863,Sandwip,1998,4,31.9,22.5,197.0,85.0,1.1,3.6,8.0,650012.1,488627.9,22.5,91.46,6,1998.04,0.0,5.288267030694535,0.7419373447293773,1.9459101490553132
16864,Sandwip,1998,5,35.6,24.1,466.0,86.0,1.6,4.7,5.8,650012.1,488627.9,22.5,91.46,6,1998.05,1.0,6.1463292576688975,0.9555114450274363,1.9459101490553132
16865,Sandwip,1998,6,34.1,25.4,381.0,89.0,1.9,5.8,5.0,650012.1,488627.9,22.5,91.46,6,1998.06,0.0,5.945420608606575,1.0647107369924282,1.9459101490553132
16868,Sandwip,1998,9,35.3,26.0,374.0,89.0,0.5,5.1,5.7,650012.1,488627.9,22.5,91.46,6,1998.09,0.0,5.926926025970411,0.4054651081081644,1.9459101490553132
16869,Sandwip,1998,10,35.1,25.7,218.0,87.0,0.6,3.5,7.0,650012.1,488627.9,22.5,91.46,6,1998.1,0.0,5.389071729816501,0.4700036292457356,1.9459101490553132
16870,Sandwip,1998,11,32.6,23.2,33.0,84.0,1.1,2.2,8.0,650012.1,488627.9,22.5,91.46,6,1998.11,0.0,3.5263605246161616,0.7419373447293773,1.9459101490553132
16871,Sandwip,1998,12,31.8,18.3,0.0,80.0,0.6,0.3,9.6,650012.1,488627.9,22.5,91.46,6,1998.12,0.0,0.0,0.4700036292457356,1.9459101490553132
16872,Sandwip,1999,1,30.6,15.0,0.0,80.0,0.8,0.5,8.7,650012.1,488627.9,22.5,91.46,6,1999.01,0.0,0.0,0.5877866649021191,1.9459101490553132
16873,Sandwip,1999,2,33.6,18.5,0.0,76.0,0.8,1.2,9.5,650012.1,488627.9,22.5,91.46,6,1999.02,0.0,0.0,0.5877866649021191,1.9459101490553132
16874,Sandwip,1999,3,34.6,22.7,0.0,79.0,1.5,1.7,9.5,650012.1,488627.9,22.5,91.46,6,1999.03,0.0,0.0,0.9162907318741551,1.9459101490553132
16875,Sandwip,1999,4,36.6,26.0,14.0,82.0,1.7,2.5,9.7,650012.1,488627.9,22.5,91.46,6,1999.04,0.0,2.70805020110221,0.9932517730102833,1.9459101490553132
16876,Sandwip,1999,5,36.1,25.1,582.0,87.0,1.5,5.3,5.7,650012.1,488627.9,22.5,91.46,6,1999.05,1.0,6.368187186350492,0.9162907318741551,1.9459101490553132
16880,Sandwip,1999,9,33.1,25.4,410.0,90.0,1.3,6.1,6.1,650012.1,488627.9,22.5,91.46,6,1999.09,0.0,6.018593214496234,0.832909122935104,1.9459101490553132
16881,Sandwip,1999,10,34.6,25.0,363.0,90.0,1.1,4.8,5.8,650012.1,488627.9,22.5,91.46,6,1999.1,0.0,5.8971538676367405,0.7419373447293773,1.9459101490553132
16882,Sandwip,1999,11,34.7,21.0,0.0,81.0,0.6,1.2,9.8,650012.1,488627.9,22.5,91.46,6,1999.11,0.0,0.0,0.4700036292457356,1.9459101490553132
16883,Sandwip,1999,12,29.6,17.2,42.0,82.0,0.2,1.2,8.6,650012.1,488627.9,22.5,91.46,6,1999.12,0.0,3.7612001156935624,0.18232155679395465,1.9459101490553132
16884,Sandwip,2000,1,29.6,15.1,106.0,81.0,0.5,1.0,8.6,650012.1,488627.9,22.5,91.46,6,2000.01,0.0,4.672828834461906,0.4054651081081644,1.9459101490553132
16885,Sandwip,2000,2,28.9,16.8,2.0,74.0,1.0,2.9,5.7,650012.1,488627.9,22.5,91.46,6,2000.02,0.0,1.0986122886681098,0.6931471805599453,1.9459101490553132
16886,Sandwip,2000,3,33.6,21.7,95.0,83.0,1.7,3.3,7.6,650012.1,488627.9,22.5,91.46,6,2000.03,0.0,4.564348191467836,0.9932517730102833,1.9459101490553132
16887,Sandwip,2000,4,33.5,24.3,57.0,84.0,2.0,3.0,8.8,650012.1,488627.9,22.5,91.46,6,2000.04,0.0,4.060443010546419,1.0986122886681098,1.9459101490553132
16889,Sandwip,2000,6,33.9,25.7,626.0,91.0,2.4,6.4,4.8,650012.1,488627.9,22.5,91.46,6,2000.06,1.0,6.440946540632921,1.2237754316221157,1.9459101490553132
16891,Sandwip,2000,8,31.4,25.4,489.0,88.0,1.6,5.7,4.5,650012.1,488627.9,22.5,91.46,6,2000.08,1.0,6.194405391104672,0.9555114450274363,1.9459101490553132
16892,Sandwip,2000,9,31.8,25.0,346.0,88.0,0.9,5.7,3.6,650012.1,488627.9,22.5,91.46,6,2000.09,0.0,5.849324779946859,0.6418538861723948,1.9459101490553132
16893,Sandwip,2000,10,31.8,24.2,384.0,90.0,0.8,3.9,6.4,650012.1,488627.9,22.5,91.46,6,2000.1,0.0,5.953243334287785,0.5877866649021191,1.9459101490553132
16894,Sandwip,2000,11,30.9,20.7,28.0,88.0,0.1,0.8,8.0,650012.1,488627.9,22.5,91.46,6,2000.11,0.0,3.367295829986474,0.09531017980432487,1.9459101490553132
16895,Sandwip,2000,12,27.3,16.1,0.0,82.0,0.1,0.0,8.9,650012.1,488627.9,22.5,91.46,6,2000.12,0.0,0.0,0.09531017980432487,1.9459101490553132
16896,Sandwip,2001,1,27.5,12.2,0.0,83.0,0.3,0.2,7.1,650012.1,488627.9,22.5,91.46,6,2001.01,0.0,0.0,0.262364264467491,1.9459101490553132
16897,Sandwip,2001,2,29.5,16.1,21.0,83.0,0.2,0.7,8.2,650012.1,488627.9,22.5,91.46,6,2001.02,0.0,3.091042453358316,0.18232155679395465,1.9459101490553132
16898,Sandwip,2001,3,33.3,22.0,0.0,75.0,0.1,0.7,9.2,650012.1,488627.9,22.5,91.46,6,2001.03,0.0,0.0,0.09531017980432487,1.9459101490553132
16899,Sandwip,2001,4,35.0,25.0,19.0,82.0,0.7,3.3,8.0,650012.1,488627.9,22.5,91.46,6,2001.04,0.0,2.995732273553991,0.5306282510621704,1.9459101490553132
16903,Sandwip,2001,8,36.5,23.2,535.0,86.0,1.2,6.5,8.0,650012.1,488627.9,22.5,91.46,6,2001.08,1.0,6.284134161070802,0.7884573603642702,1.9459101490553132
16904,Sandwip,2001,9,35.5,21.3,163.0,87.0,0.8,6.2,4.3,650012.1,488627.9,22.5,91.46,6,2001.09,0.0,5.099866427824199,0.5877866649021191,1.9459101490553132
16905,Sandwip,2001,10,35.4,23.1,482.0,88.0,0.7,6.1,6.8,650012.1,488627.9,22.5,91.46,6,2001.1,1.0,6.180016653652572,0.5306282510621704,1.9459101490553132
16906,Sandwip,2001,11,33.2,20.0,132.0,88.0,0.1,2.7,5.7,650012.1,488627.9,22.5,91.46,6,2001.11,0.0,4.890349128221754,0.09531017980432487,1.9459101490553132
16907,Sandwip,2001,12,26.7,14.3,0.0,83.0,0.1,0.7,7.0,650012.1,488627.9,22.5,91.46,6,2001.12,0.0,0.0,0.09531017980432487,1.9459101490553132
16908,Sandwip,2002,1,26.6,14.7,11.0,83.0,0.1,2.3,6.4,650012.1,488627.9,22.5,91.46,6,2002.01,0.0,2.4849066497880004,0.09531017980432487,1.9459101490553132
16909,Sandwip,2002,2,29.0,17.1,0.0,80.0,0.1,0.7,7.0,650012.1,488627.9,22.5,91.46,6,2002.02,0.0,0.0,0.09531017980432487,1.9459101490553132
16910,Sandwip,2002,3,30.7,21.6,230.0,78.0,0.2,1.9,7.7,650012.1,488627.9,22.5,91.46,6,2002.03,0.0,5.442417710521793,0.18232155679395465,1.9459101490553132
16911,Sandwip,2002,4,31.8,24.6,201.0,85.0,0.6,3.1,8.0,650012.1,488627.9,22.5,91.46,6,2002.04,0.0,5.308267697401205,0.4700036292457356,1.9459101490553132
16916,Sandwip,2002,9,31.7,25.5,394.0,87.0,1.5,4.7,5.3,650012.1,488627.9,22.5,91.46,6,2002.09,0.0,5.978885764901122,0.9162907318741551,1.9459101490553132
16917,Sandwip,2002,10,31.7,24.6,221.0,84.0,0.9,3.0,7.1,650012.1,488627.9,22.5,91.46,6,2002.1,0.0,5.402677381872279,0.6418538861723948,1.9459101490553132
16918,Sandwip,2002,11,30.6,20.9,44.0,81.0,0.6,1.9,7.7,650012.1,488627.9,22.5,91.46,6,2002.11,0.0,3.8066624897703196,0.4700036292457356,1.9459101490553132
16919,Sandwip,2002,12,27.4,16.1,0.0,82.0,0.1,0.4,5.9,650012.1,488627.9,22.5,91.46,6,2002.12,0.0,0.0,0.09531017980432487,1.9459101490553132
16920,Sandwip,2003,1,28.00212766,14.28297872,7.425531915,79.04347826,0.8,0.880434783,7.2,650012.1,488627.9,22.5,91.46,6,2003.01,0.0,2.1312666095570485,0.5877866649021191,1.9459101490553132
16921,Sandwip,2003,2,30.37446809,16.83829787,19.80851064,77.2173913,1.038297872,1.395652174,7.7,650012.1,488627.9,22.5,91.46,6,2003.02,0.0,3.0353620684065583,0.7121150830997417,1.9459101490553132
16922,Sandwip,2003,3,32.93829787,21.43191489,57.14893617,79.41304348,1.627659574,2.147826087,8.1,650012.1,488627.9,22.5,91.46,6,2003.03,0.0,4.0630075842143505,0.9660935541798357,1.9459101490553132
16923,Sandwip,2003,4,33.98510638,24.41489362,145.0425532,81.91304348,2.187234043,3.132608696,8.5,650012.1,488627.9,22.5,91.46,6,2003.04,0.0,4.983898039516014,1.1591534695132475,1.9459101490553132
16924,Sandwip,2003,5,34.34468085,25.33404255,346.5106383,83.95652174,2.168085106,4.123913043,6.4,650012.1,488627.9,22.5,91.46,6,2003.05,0.0,5.850795278349203,1.153127337859018,1.9459101490553132
16925,Sandwip,2003,6,33.69787234,25.64042553,632.0,88.08695652,2.514893617,5.545652174,4.3,650012.1,488627.9,22.5,91.46,6,2003.06,1.0,6.450470422144176,1.2570092593707658,1.9459101490553132
16928,Sandwip,2003,9,33.89148936,25.44468085,452.5319149,87.06521739,1.5,4.845652174,5.2,650012.1,488627.9,22.5,91.46,6,2003.09,1.0,6.117065641720688,0.9162907318741551,1.9459101490553132
16929,Sandwip,2003,10,33.57446809,24.46170213,259.5106383,84.43478261,0.934042553,3.119565217,6.5,650012.1,488627.9,22.5,91.46,6,2003.1,0.0,5.562643698363412,0.6596123993743647,1.9459101490553132
16930,Sandwip,2003,11,32.07234043,20.54893617,52.5106383,81.65217391,0.636170213,1.863043478,7.9,650012.1,488627.9,22.5,91.46,6,2003.11,0.0,3.9798804808635424,0.4923582749445826,1.9459101490553132
16931,Sandwip,2003,12,28.89574468,15.87659574,9.489361702,80.45652174,0.631914894,0.930434783,7.6,650012.1,488627.9,22.5,91.46,6,2003.12,0.0,2.350361572320461,0.4897541068978325,1.9459101490553132
16932,Sandwip,2004,1,26.8,13.6,0.0,83.0,0.7,0.0,7.3,650012.1,488627.9,22.5,91.46,6,2004.01,0.0,0.0,0.5306282510621704,1.9459101490553132
16933,Sandwip,2004,2,30.1,16.7,0.0,84.0,0.1,1.5,7.5,650012.1,488627.9,22.5,91.46,6,2004.02,0.0,0.0,0.09531017980432487,1.9459101490553132
16934,Sandwip,2004,3,32.4,21.1,38.0,83.0,0.4,1.0,8.1,650012.1,488627.9,22.5,91.46,6,2004.03,0.0,3.6635616461296463,0.33647223662121295,1.9459101490553132
16935,Sandwip,2004,4,34.0,24.1,0.0,84.0,0.5,2.8,8.5,650012.1,488627.9,22.5,91.46,6,2004.04,0.0,0.0,0.4054651081081644,1.9459101490553132
16936,Sandwip,2004,5,33.9,24.7,72.0,87.0,0.3,4.3,6.5,650012.1,488627.9,22.5,91.46,6,2004.05,0.0,4.290459441148391,0.262364264467491,1.9459101490553132
16937,Sandwip,2004,6,32.9,25.5,315.0,89.0,0.2,4.8,4.2,650012.1,488627.9,22.5,91.46,6,2004.06,0.0,5.755742213586912,0.18232155679395465,1.9459101490553132
16939,Sandwip,2004,8,32.0,24.9,395.0,90.0,0.1,6.2,5.1,650012.1,488627.9,22.5,91.46,6,2004.08,0.0,5.981414211254481,0.09531017980432487,1.9459101490553132
16941,Sandwip,2004,10,33.3,24.0,632.0,82.0,0.7,0.1,7.3,650012.1,488627.9,22.5,91.46,6,2004.1,1.0,6.450470422144176,0.5306282510621704,1.9459101490553132
16942,Sandwip,2004,11,31.3,18.7,0.0,81.0,0.1,0.5,8.5,650012.1,488627.9,22.5,91.46,6,2004.11,0.0,0.0,0.09531017980432487,1.9459101490553132
16943,Sandwip,2004,12,31.1,16.2,0.0,82.0,0.7,0.4,9.1,650012.1,488627.9,22.5,91.46,6,2004.12,0.0,0.0,0.5306282510621704,1.9459101490553132
16944,Sandwip,2005,1,29.8,13.6,7.0,79.0,1.1,1.4,8.1,650012.1,488627.9,22.5,91.46,6,2005.01,0.0,2.0794415416798357,0.7419373447293773,1.9459101490553132
16945,Sandwip,2005,2,32.4,17.5,0.0,80.0,1.3,0.9,9.4,650012.1,488627.9,22.5,91.46,6,2005.02,0.0,0.0,0.832909122935104,1.9459101490553132
16946,Sandwip,2005,3,32.0,21.7,115.0,86.0,1.5,3.6,7.0,650012.1,488627.9,22.5,91.46,6,2005.03,0.0,4.7535901911063645,0.9162907318741551,1.9459101490553132
16947,Sandwip,2005,4,36.0,23.3,78.0,81.0,1.0,2.9,8.9,650012.1,488627.9,22.5,91.46,6,2005.04,0.0,4.3694478524670215,0.6931471805599453,1.9459101490553132
16948,Sandwip,2005,5,34.5,24.0,278.0,82.0,2.1,4.6,8.1,650012.1,488627.9,22.5,91.46,6,2005.05,0.0,5.631211781821365,1.1314021114911006,1.9459101490553132
16949,Sandwip,2005,6,35.1,26.5,444.0,85.0,2.8,5.7,5.2,650012.1,488627.9,22.5,91.46,6,2005.06,1.0,6.09807428216624,1.33500106673234,1.9459101490553132
16950,Sandwip,2005,7,32.9,25.2,554.0,88.0,2.7,6.3,5.2,650012.1,488627.9,22.5,91.46,6,2005.07,1.0,6.318968113746434,1.308332819650179,1.9459101490553132
16952,Sandwip,2005,9,34.8,25.1,258.0,87.0,1.0,5.9,5.7,650012.1,488627.9,22.5,91.46,6,2005.09,1.0,5.556828061699537,0.6931471805599453,1.9459101490553132
16953,Sandwip,2005,10,35.8,24.7,462.0,87.0,1.0,4.4,6.5,650012.1,488627.9,22.5,91.46,6,2005.1,1.0,6.137727054086234,0.6931471805599453,1.9459101490553132
16954,Sandwip,2005,11,34.1,18.5,81.0,82.0,0.8,1.5,8.7,650012.1,488627.9,22.5,91.46,6,2005.11,0.0,4.406719247264253,0.5877866649021191,1.9459101490553132
